INFO:root:Namespace(aggregation='max', batch_size=256, debug=False, device=device(type='cuda'), dropout=0.1, epochs=100, hidden_size=128, in_features=17, kernel_size=3, log_dir='exps/logs', lr=0.0001, model='TCN', num_channels=[64, 64, 128], num_classes=2, num_layers=2, num_workers=4, print_freq=5, root='data', save_dir='exps/chpts/TCN_layers2_stride5_max_lr0.0001', seed=14, start_epoch=0, tb_dir='exps/tb/TCN_layers2_stride5_max_lr0.0001', temp_stride=5)
INFO:root:TemporalConvNet(
  (conv): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
  (layers): ModuleList(
    (0): Sequential(
      (0): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
      (1): Chomp1d()
      (2): ReLU()
    )
    (1): TemporalBlock(
      (conv1): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (conv2): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (relu): ReLU()
    )
    (2): TemporalBlock(
      (conv1): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (conv2): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (downsample): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (relu): ReLU()
    )
  )
  (pooling): AdaptiveMaxPool1d(output_size=1)
  (fc): Linear(in_features=128, out_features=2, bias=True)
)
INFO:root:=> Loading 2396 samples for train
INFO:root:=> Loading 313 samples for val
INFO:root:=> Loading 583 samples for test
INFO:root:TRAIN | Epoch: [0/100] | Loss: 0.6931 | AP: 40.89 | TP:98.91, FP:150.80, FN:0.00, TN:0.00 | ACC: 39.36
INFO:root:VAL   | Epoch: [0/100] | Loss: 0.6913 | AP: 48.07 | TP:129.0, FP:184.0, FN:0.0, TN:0.0 | ACC: 41.21
INFO:root:=> AP improved (48.07) improved at epoch 0 | saving best model!
INFO:root:TRAIN | Epoch: [1/100] | Loss: 0.6921 | AP: 46.23 | TP:95.99, FP:146.57, FN:1.82, TN:5.32 | ACC: 40.78
INFO:root:VAL   | Epoch: [1/100] | Loss: 0.6911 | AP: 48.52 | TP:122.0, FP:166.0, FN:7.0, TN:18.0 | ACC: 44.73
INFO:root:=> AP improved (48.52) improved at epoch 1 | saving best model!
INFO:root:TRAIN | Epoch: [2/100] | Loss: 0.6911 | AP: 48.32 | TP:91.96, FP:134.60, FN:6.13, TN:17.01 | ACC: 43.82
INFO:root:VAL   | Epoch: [2/100] | Loss: 0.6917 | AP: 42.84 | TP:118.0, FP:160.0, FN:11.0, TN:24.0 | ACC: 45.37
INFO:root:TRAIN | Epoch: [3/100] | Loss: 0.6903 | AP: 48.42 | TP:85.02, FP:119.22, FN:13.48, TN:31.99 | ACC: 46.83
INFO:root:VAL   | Epoch: [3/100] | Loss: 0.6920 | AP: 41.42 | TP:106.0, FP:144.0, FN:23.0, TN:40.0 | ACC: 46.65
INFO:root:TRAIN | Epoch: [4/100] | Loss: 0.6891 | AP: 49.08 | TP:77.12, FP:100.25, FN:21.17, TN:51.16 | ACC: 51.42
INFO:root:VAL   | Epoch: [4/100] | Loss: 0.6929 | AP: 39.99 | TP:91.0, FP:131.0, FN:38.0, TN:53.0 | ACC: 46.01
INFO:root:TRAIN | Epoch: [5/100] | Loss: 0.6878 | AP: 48.70 | TP:75.96, FP:97.79, FN:22.39, TN:53.55 | ACC: 51.79
INFO:root:VAL   | Epoch: [5/100] | Loss: 0.6946 | AP: 38.22 | TP:91.0, FP:137.0, FN:38.0, TN:47.0 | ACC: 44.09
INFO:root:TRAIN | Epoch: [6/100] | Loss: 0.6855 | AP: 49.45 | TP:76.45, FP:101.31, FN:21.71, TN:50.24 | ACC: 50.88
INFO:root:VAL   | Epoch: [6/100] | Loss: 0.6973 | AP: 37.19 | TP:86.0, FP:133.0, FN:43.0, TN:51.0 | ACC: 43.77
INFO:root:TRAIN | Epoch: [7/100] | Loss: 0.6832 | AP: 49.46 | TP:74.33, FP:92.73, FN:23.96, TN:58.69 | ACC: 53.30
INFO:root:VAL   | Epoch: [7/100] | Loss: 0.7005 | AP: 36.78 | TP:76.0, FP:128.0, FN:53.0, TN:56.0 | ACC: 42.17
