INFO:root:Namespace(aggregation='max', batch_size=256, debug=False, device=device(type='cuda'), dropout=0.1, epochs=50, hidden_size=128, in_features=17, kernel_size=3, log_dir='exps/logs', lr=0.0001, model='TCN', num_channels=[64, 64, 128], num_classes=2, num_layers=2, num_workers=4, print_freq=5, root='data', save_dir='exps/chpts/TCN_layers2_stride1_max_lr0.0001', seed=14, start_epoch=0, tb_dir='exps/tb/TCN_layers2_stride1_max_lr0.0001', temp_stride=1)
INFO:root:TemporalConvNet(
  (conv): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
  (layers): ModuleList(
    (0): Sequential(
      (0): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
      (1): Chomp1d()
      (2): ReLU()
    )
    (1): TemporalBlock(
      (conv1): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (conv2): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (relu): ReLU()
    )
    (2): TemporalBlock(
      (conv1): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (conv2): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (downsample): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (relu): ReLU()
    )
  )
  (pooling): AdaptiveMaxPool1d(output_size=1)
  (fc): Linear(in_features=128, out_features=2, bias=True)
)
INFO:root:=> Loading 2396 samples for train
INFO:root:=> Loading 313 samples for val
INFO:root:=> Loading 583 samples for test
INFO:root:TRAIN | Epoch: [0/50] | Loss: 0.6929 | AP: 42.02 | TP:97.52, FP:147.76, FN:1.39, TN:3.04 | ACC: 40.11
INFO:root:VAL   | Epoch: [0/50] | Loss: 0.6922 | AP: 40.78 | TP:122.0, FP:172.0, FN:7.0, TN:12.0 | ACC: 42.81
INFO:root:=> AP improved (40.78) improved at epoch 0 | saving best model!
INFO:root:TRAIN | Epoch: [1/50] | Loss: 0.6902 | AP: 47.36 | TP:67.10, FP:89.59, FN:30.71, TN:62.31 | ACC: 52.05
INFO:root:VAL   | Epoch: [1/50] | Loss: 0.6921 | AP: 42.51 | TP:71.0, FP:89.0, FN:58.0, TN:95.0 | ACC: 53.04
INFO:root:=> AP improved (42.51) improved at epoch 1 | saving best model!
INFO:root:TRAIN | Epoch: [2/50] | Loss: 0.6873 | AP: 51.13 | TP:69.40, FP:88.76, FN:28.69, TN:62.85 | ACC: 53.13
INFO:root:VAL   | Epoch: [2/50] | Loss: 0.6949 | AP: 36.97 | TP:95.0, FP:134.0, FN:34.0, TN:50.0 | ACC: 46.33
INFO:root:TRAIN | Epoch: [3/50] | Loss: 0.6848 | AP: 50.09 | TP:70.23, FP:86.95, FN:28.26, TN:64.26 | ACC: 54.01
INFO:root:VAL   | Epoch: [3/50] | Loss: 0.6977 | AP: 36.76 | TP:75.0, FP:127.0, FN:54.0, TN:57.0 | ACC: 42.17
INFO:root:TRAIN | Epoch: [4/50] | Loss: 0.6822 | AP: 49.71 | TP:65.89, FP:80.87, FN:32.40, TN:70.54 | ACC: 54.55
INFO:root:VAL   | Epoch: [4/50] | Loss: 0.7028 | AP: 35.86 | TP:77.0, FP:130.0, FN:52.0, TN:54.0 | ACC: 41.85
INFO:root:TRAIN | Epoch: [5/50] | Loss: 0.6789 | AP: 50.07 | TP:72.93, FP:90.06, FN:25.42, TN:61.29 | ACC: 53.71
INFO:root:VAL   | Epoch: [5/50] | Loss: 0.7086 | AP: 35.32 | TP:78.0, FP:132.0, FN:51.0, TN:52.0 | ACC: 41.53
INFO:root:TRAIN | Epoch: [6/50] | Loss: 0.6752 | AP: 50.83 | TP:69.92, FP:85.20, FN:28.23, TN:66.35 | ACC: 54.67
INFO:root:VAL   | Epoch: [6/50] | Loss: 0.7145 | AP: 35.67 | TP:66.0, FP:119.0, FN:63.0, TN:65.0 | ACC: 41.85
INFO:root:TRAIN | Epoch: [7/50] | Loss: 0.6747 | AP: 50.97 | TP:67.24, FP:78.62, FN:31.05, TN:72.79 | ACC: 56.01
INFO:root:VAL   | Epoch: [7/50] | Loss: 0.7212 | AP: 35.13 | TP:70.0, FP:122.0, FN:59.0, TN:62.0 | ACC: 42.17
INFO:root:TRAIN | Epoch: [8/50] | Loss: 0.6714 | AP: 51.19 | TP:63.64, FP:71.30, FN:34.45, TN:80.32 | ACC: 57.60
INFO:root:VAL   | Epoch: [8/50] | Loss: 0.7254 | AP: 35.11 | TP:67.0, FP:119.0, FN:62.0, TN:65.0 | ACC: 42.17
INFO:root:TRAIN | Epoch: [9/50] | Loss: 0.6701 | AP: 52.14 | TP:71.08, FP:83.02, FN:27.42, TN:68.19 | ACC: 55.55
INFO:root:VAL   | Epoch: [9/50] | Loss: 0.7279 | AP: 34.99 | TP:69.0, FP:121.0, FN:60.0, TN:63.0 | ACC: 42.17
INFO:root:TRAIN | Epoch: [10/50] | Loss: 0.6689 | AP: 52.68 | TP:60.37, FP:67.80, FN:37.79, TN:83.75 | ACC: 57.85
INFO:root:VAL   | Epoch: [10/50] | Loss: 0.7252 | AP: 35.72 | TP:62.0, FP:108.0, FN:67.0, TN:76.0 | ACC: 44.09
INFO:root:TRAIN | Epoch: [11/50] | Loss: 0.6686 | AP: 52.81 | TP:69.90, FP:79.80, FN:28.94, TN:71.07 | ACC: 56.43
INFO:root:VAL   | Epoch: [11/50] | Loss: 0.7298 | AP: 35.17 | TP:68.0, FP:120.0, FN:61.0, TN:64.0 | ACC: 42.17
INFO:root:TRAIN | Epoch: [12/50] | Loss: 0.6696 | AP: 54.15 | TP:56.86, FP:56.94, FN:41.16, TN:94.75 | ACC: 60.56
INFO:root:VAL   | Epoch: [12/50] | Loss: 0.7264 | AP: 36.03 | TP:61.0, FP:101.0, FN:68.0, TN:83.0 | ACC: 46.01
INFO:root:TRAIN | Epoch: [13/50] | Loss: 0.6664 | AP: 53.39 | TP:68.68, FP:76.87, FN:29.34, TN:74.82 | ACC: 57.47
INFO:root:VAL   | Epoch: [13/50] | Loss: 0.7296 | AP: 35.25 | TP:68.0, FP:122.0, FN:61.0, TN:62.0 | ACC: 41.53
INFO:root:TRAIN | Epoch: [14/50] | Loss: 0.6644 | AP: 54.37 | TP:61.72, FP:64.16, FN:36.10, TN:87.73 | ACC: 59.85
INFO:root:VAL   | Epoch: [14/50] | Loss: 0.7274 | AP: 36.40 | TP:63.0, FP:99.0, FN:66.0, TN:85.0 | ACC: 47.28
INFO:root:TRAIN | Epoch: [15/50] | Loss: 0.6623 | AP: 54.89 | TP:68.70, FP:74.07, FN:29.86, TN:77.07 | ACC: 58.31
