INFO:root:Namespace(aggregation='average', batch_size=256, debug=False, device=device(type='cuda'), dropout=0.1, epochs=100, hidden_size=128, in_features=17, kernel_size=3, log_dir='exps/logs', lr=0.0001, model='TCN', num_channels=[64, 64, 128], num_classes=2, num_layers=2, num_workers=4, print_freq=5, root='data', save_dir='exps/chpts/TCN_layers2_stride10_average_lr0.0001', seed=14, start_epoch=0, tb_dir='exps/tb/TCN_layers2_stride10_average_lr0.0001', temp_stride=10)
INFO:root:TemporalConvNet(
  (conv): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
  (layers): ModuleList(
    (0): Sequential(
      (0): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
      (1): Chomp1d()
      (2): ReLU()
    )
    (1): TemporalBlock(
      (conv1): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (conv2): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (relu): ReLU()
    )
    (2): TemporalBlock(
      (conv1): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (conv2): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (downsample): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (relu): ReLU()
    )
  )
  (pooling): AdaptiveAvgPool1d(output_size=1)
  (fc): Linear(in_features=128, out_features=2, bias=True)
)
INFO:root:=> Loading 2396 samples for train
INFO:root:=> Loading 313 samples for val
INFO:root:=> Loading 583 samples for test
INFO:root:TRAIN | Epoch: [0/100] | Loss: 0.6929 | AP: 42.31 | TP:98.91, FP:150.80, FN:0.00, TN:0.00 | ACC: 39.36
INFO:root:VAL   | Epoch: [0/100] | Loss: 0.6915 | AP: 47.13 | TP:129.0, FP:184.0, FN:0.0, TN:0.0 | ACC: 41.21
INFO:root:=> AP improved (47.13) improved at epoch 0 | saving best model!
INFO:root:TRAIN | Epoch: [1/100] | Loss: 0.6924 | AP: 44.93 | TP:97.70, FP:151.04, FN:0.11, TN:0.85 | ACC: 39.65
INFO:root:VAL   | Epoch: [1/100] | Loss: 0.6915 | AP: 46.11 | TP:128.0, FP:178.0, FN:1.0, TN:6.0 | ACC: 42.81
INFO:root:TRAIN | Epoch: [2/100] | Loss: 0.6920 | AP: 45.77 | TP:97.30, FP:148.80, FN:0.79, TN:2.82 | ACC: 40.15
INFO:root:VAL   | Epoch: [2/100] | Loss: 0.6919 | AP: 42.45 | TP:126.0, FP:177.0, FN:3.0, TN:7.0 | ACC: 42.49
INFO:root:TRAIN | Epoch: [3/100] | Loss: 0.6915 | AP: 46.97 | TP:94.61, FP:142.54, FN:3.88, TN:8.66 | ACC: 41.28
INFO:root:VAL   | Epoch: [3/100] | Loss: 0.6922 | AP: 41.29 | TP:121.0, FP:167.0, FN:8.0, TN:17.0 | ACC: 44.09
INFO:root:TRAIN | Epoch: [4/100] | Loss: 0.6908 | AP: 47.02 | TP:89.84, FP:128.27, FN:8.45, TN:23.14 | ACC: 45.28
INFO:root:VAL   | Epoch: [4/100] | Loss: 0.6925 | AP: 40.26 | TP:112.0, FP:158.0, FN:17.0, TN:26.0 | ACC: 44.09
INFO:root:TRAIN | Epoch: [5/100] | Loss: 0.6899 | AP: 47.98 | TP:87.34, FP:120.42, FN:11.02, TN:30.92 | ACC: 47.37
INFO:root:VAL   | Epoch: [5/100] | Loss: 0.6931 | AP: 39.34 | TP:105.0, FP:152.0, FN:24.0, TN:32.0 | ACC: 43.77
INFO:root:TRAIN | Epoch: [6/100] | Loss: 0.6888 | AP: 47.90 | TP:84.82, FP:117.57, FN:13.33, TN:33.98 | ACC: 47.66
INFO:root:VAL   | Epoch: [6/100] | Loss: 0.6942 | AP: 38.32 | TP:99.0, FP:141.0, FN:30.0, TN:43.0 | ACC: 45.37
INFO:root:TRAIN | Epoch: [7/100] | Loss: 0.6879 | AP: 47.90 | TP:80.50, FP:111.11, FN:17.79, TN:40.30 | ACC: 48.50
INFO:root:VAL   | Epoch: [7/100] | Loss: 0.6954 | AP: 37.97 | TP:90.0, FP:137.0, FN:39.0, TN:47.0 | ACC: 43.77
