INFO:root:Namespace(aggregation='average', batch_size=256, debug=False, device=device(type='cuda'), dropout=0.1, epochs=100, hidden_size=128, in_features=17, kernel_size=3, log_dir='exps/logs', lr=0.0001, model='TCN', num_channels=[64, 64, 128], num_classes=2, num_layers=2, num_workers=4, print_freq=5, root='data', save_dir='exps/chpts/TCN_layers2_stride1_average_lr0.0001', seed=14, start_epoch=0, tb_dir='exps/tb/TCN_layers2_stride1_average_lr0.0001', temp_stride=1)
INFO:root:TemporalConvNet(
  (conv): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
  (layers): ModuleList(
    (0): Sequential(
      (0): Conv1d(17, 64, kernel_size=(14,), stride=(7,), padding=(7,))
      (1): Chomp1d()
      (2): ReLU()
    )
    (1): TemporalBlock(
      (conv1): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (conv2): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(64, 64, kernel_size=(3,), stride=(1,), padding=(4,), dilation=(2,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (relu): ReLU()
    )
    (2): TemporalBlock(
      (conv1): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (conv2): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
      (layers): ModuleList(
        (0): Sequential(
          (0): Conv1d(64, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
        (1): Sequential(
          (0): Conv1d(128, 128, kernel_size=(3,), stride=(1,), padding=(8,), dilation=(4,))
          (1): Chomp1d()
          (2): ReLU()
          (3): Dropout(p=0.1, inplace=False)
        )
      )
      (downsample): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
      (relu): ReLU()
    )
  )
  (pooling): AdaptiveAvgPool1d(output_size=1)
  (fc): Linear(in_features=128, out_features=2, bias=True)
)
INFO:root:=> Loading 2396 samples for train
INFO:root:=> Loading 313 samples for val
INFO:root:=> Loading 583 samples for test
INFO:root:TRAIN | Epoch: [0/100] | Loss: 0.6928 | AP: 42.36 | TP:98.80, FP:150.80, FN:0.11, TN:0.00 | ACC: 39.32
INFO:root:VAL   | Epoch: [0/100] | Loss: 0.6917 | AP: 41.11 | TP:126.0, FP:183.0, FN:3.0, TN:1.0 | ACC: 40.58
INFO:root:=> AP improved (41.11) improved at epoch 0 | saving best model!
INFO:root:TRAIN | Epoch: [1/100] | Loss: 0.6913 | AP: 48.17 | TP:85.50, FP:123.24, FN:12.31, TN:28.65 | ACC: 46.04
INFO:root:VAL   | Epoch: [1/100] | Loss: 0.6914 | AP: 43.60 | TP:98.0, FP:117.0, FN:31.0, TN:67.0 | ACC: 52.72
INFO:root:=> AP improved (43.60) improved at epoch 1 | saving best model!
INFO:root:TRAIN | Epoch: [2/100] | Loss: 0.6895 | AP: 50.16 | TP:79.94, FP:106.13, FN:18.14, TN:45.49 | ACC: 50.33
INFO:root:VAL   | Epoch: [2/100] | Loss: 0.6934 | AP: 38.15 | TP:102.0, FP:138.0, FN:27.0, TN:46.0 | ACC: 47.28
INFO:root:TRAIN | Epoch: [3/100] | Loss: 0.6875 | AP: 49.49 | TP:74.19, FP:95.50, FN:24.31, TN:55.70 | ACC: 52.13
INFO:root:VAL   | Epoch: [3/100] | Loss: 0.6957 | AP: 37.62 | TP:80.0, FP:125.0, FN:49.0, TN:59.0 | ACC: 44.41
INFO:root:TRAIN | Epoch: [4/100] | Loss: 0.6844 | AP: 49.72 | TP:66.95, FP:84.96, FN:31.34, TN:66.45 | ACC: 53.34
INFO:root:VAL   | Epoch: [4/100] | Loss: 0.7007 | AP: 36.83 | TP:77.0, FP:123.0, FN:52.0, TN:61.0 | ACC: 44.09
INFO:root:TRAIN | Epoch: [5/100] | Loss: 0.6810 | AP: 49.50 | TP:71.55, FP:89.34, FN:26.81, TN:62.01 | ACC: 53.51
INFO:root:VAL   | Epoch: [5/100] | Loss: 0.7086 | AP: 36.08 | TP:75.0, FP:126.0, FN:54.0, TN:58.0 | ACC: 42.49
INFO:root:TRAIN | Epoch: [6/100] | Loss: 0.6767 | AP: 50.41 | TP:68.85, FP:83.38, FN:29.30, TN:68.17 | ACC: 54.97
INFO:root:VAL   | Epoch: [6/100] | Loss: 0.7175 | AP: 36.29 | TP:70.0, FP:113.0, FN:59.0, TN:71.0 | ACC: 45.05
INFO:root:TRAIN | Epoch: [7/100] | Loss: 0.6758 | AP: 50.39 | TP:65.07, FP:77.37, FN:33.22, TN:74.04 | ACC: 55.68
INFO:root:VAL   | Epoch: [7/100] | Loss: 0.7263 | AP: 35.85 | TP:72.0, FP:118.0, FN:57.0, TN:66.0 | ACC: 44.09
